text,labels,Clean_Text
"There was nothing I could do, all things were over Tears were starting to flow from my eyes.","['fear', 'sadness']","do, things Tears starting flow eyes."
The hike was absolutely gorgeous with thousands of wildflowers blooming and waterfalls tumbling down the side of the gorge... and the view from the top was stunning with the river meandering out of the Gorge... the world resting at my feet.,['joy'],hike absolutely gorgeous thousands wildflowers blooming waterfalls tumbling gorge... view stunning river meandering Gorge... world resting feet.
"I just had to find a corner somewhere, take a deep puff of the Malboro Lights I got from my interpreter, calm my nerves and try to comprehend the events around me.",['fear'],"find corner somewhere, deep puff Malboro Lights got interpreter, calm nerves try comprehend events me."
Totally forgot to add: I'm straight.,['surprise'],Totally forgot add: I'm straight.
But one criminal shoot from gun to my hand.,"['anger', 'fear']",criminal shoot gun hand.
Was I drunk or a kid?,"['fear', 'surprise']",drunk kid?
"Recollecting all the things, happy or unhappy, in Australia I have gone through, word bitter pops up in my head.",['sadness'],"Recollecting things, happy unhappy, Australia gone through, word bitter pops head."
Over the years I have taken pictures of what caught my eye.,['joy'],years taken pictures caught eye.
A familiar voice rang in my ears.,['surprise'],familiar voice rang ears.
"No sidewalk, just a simple two way, single lane street with crazy traffic going either direction.",['fear'],"sidewalk, simple way, single lane street crazy traffic going direction."
He's just a super nice guy who wants to help girls out all while being respectful.,['joy'],He's super nice guy wants help girls respectful.
I forgot that my mom needs to be eased into things just long enough to run my mouth off and cause an argument that was way too long.,['anger'],forgot mom needs eased things long run mouth cause argument way long.
My radio was turned on very loud and I used rock music to keep my eyes open.,"['fear', 'joy']",radio turned loud rock music eyes open.
5 year old me was scarred for life.,"['fear', 'sadness']",5 year old scarred life.
Now I can't wait to get my hands on all that wall space!!!,['joy'],can't wait hands wall space!!!
"A couple of years later (two years ago), Grandma was stricken with a sudden, serious illness and was given a short time left to live.","['fear', 'sadness']","couple years later (two years ago), Grandma stricken sudden, illness given short time left live."
"Stripper, abusive exes, criminal past.","['anger', 'fear', 'sadness']","Stripper, abusive exes, criminal past."
I have a cold that has decided to settle in my throat.,['fear'],cold decided settle throat.
I was turning roasting vegetables that were too close to the hot ring at the oven top and fried my knuckle in the process.,"['anger', 'fear']",turning roasting vegetables close hot ring oven fried knuckle process.
I had soup and applesauce with pudding for dessert.,['joy'],soup applesauce pudding dessert.
This was the most random/terrifying thing that has ever happened to me.,"['fear', 'surprise']",random/terrifying thing happened me.
"Next night, door was shut.... Dammit, so I knock on the door.","['anger', 'fear']","night, door shut.... Dammit, knock door."
We've been friends ever since then.,['joy'],We've friends then.
Not fifteen minutes into class my stomach started hurting.,"['fear', 'sadness']",minutes class stomach started hurting.
"About 1 hour of being in the tent, a light appeared that we could see through the canvas.","['fear', 'surprise']","1 hour tent, light appeared canvas."
"Dont wait, or say a single vow.","['fear', 'sadness']","Dont wait, single vow."
I was incredibly nervous; I had butterflies in my stomach and my legs felt weak.,['fear'],incredibly nervous; butterflies stomach legs felt weak.
"*Creepy/unnerving* that is, and just weird.","['fear', 'surprise']","*Creepy/unnerving* is, weird."
she ate most of the sandwich then threw it back at my head.,"['anger', 'fear']",ate sandwich threw head.
So... for reasons unknown...,"['fear', 'surprise']",So... reasons unknown...
I now have 12 of those canker sore suckers in my mouth along with a fever since friday.,"['fear', 'sadness']",12 canker sore suckers mouth fever friday.
"And my ears are stuffed and I can't blow my nose, and I woke up today with the most terrible headache and everything's too hot.","['fear', 'sadness']","ears stuffed can't blow nose, woke today terrible headache everything's hot."
I did settle down and dry my eyes on my sleeve.,['sadness'],settle dry eyes sleeve.
"I crossed my arms, smiled, tilted my head, and said, `` I thought you were supposed to be in Austria? ''",['joy'],"crossed arms, smiled, tilted head, said, `` thought supposed Austria? ''"
wanted to quickly go home and hide my face.,"['fear', 'sadness']",wanted quickly home hide face.
"And this tradition keep on, every time billy made it to class we would clap and cheer :) until he died.","['joy', 'sadness']","tradition on, time billy class clap cheer :) died."
Edward rid me of my distraction by biting my shoulder.,['fear'],Edward rid distraction biting shoulder.
but both well adjusted and successful in our perspective careers.,['joy'],adjusted successful perspective careers.
Only then did I dare raise the camera to my eye.,"['fear', 'joy']",dare raise camera eye.
The thing I neglect to mention though.,"['fear', 'surprise']",thing neglect mention though.
"I didn't know what to say, but my nerves were all on edge, straining.",['fear'],"know say, nerves edge, straining."
"He got the location, car make/model/year/color correct, manner of impact, impacting vehicle, everything correct.","['joy', 'surprise']","got location, car make/model/year/color correct, manner impact, impacting vehicle, correct."
No kids were hurt.,['joy'],kids hurt.
I felt the sadness like a heaviness-a weight on my heart.,['sadness'],felt sadness like heaviness-a weight heart.
she is an alcoholic.,"['fear', 'sadness']",alcoholic.
After that we took a taxi home... Right now my leg hurts and while im typing this the photos are uploading... see ya...,"['anger', 'fear', 'sadness']",took taxi home... Right leg hurts im typing photos uploading... ya...
"So I got up so I could pee, sat down and proceeded to throw up all over my legs and underwear.","['fear', 'sadness']","got pee, sat proceeded throw legs underwear."
"Strange, cause usually I'm the first one to bitch about the cold, but anyway... So Cafe Frangelica at home with a bit of milk so I can drink it without burning my mouth and a dah of sugar.",['joy'],"Strange, cause usually I'm bitch cold, anyway... Cafe Frangelica home bit milk drink burning mouth dah sugar."
"I was able to take a bath, which felt good while I was in it and now I feel horrible again, and I brushed my teeth, and washed my hair, so give me some kudos.","['joy', 'sadness']","able bath, felt good feel horrible again, brushed teeth, washed hair, kudos."
I wanted to strip the life from my legs.,"['anger', 'fear', 'sadness']",wanted strip life legs.
Tomorrow I see a cardiologist to check my heart out.,['fear'],Tomorrow cardiologist check heart out.
"like seriously, alot can not understand and im slow at registering words in my brain during that time, so yeah.","['fear', 'sadness']","like seriously, alot understand im slow registering words brain time, yeah."
"I abruptly ""woke up"" again out of sleep-paralysis in a state of crazy shock.","['fear', 'surprise']","abruptly ""woke up"" sleep-paralysis state crazy shock."
"We stayed in a really lovely hotel-I had two sinks in my bathrooms and white dressing gowns and clippers, any hotel which provides dressing gowns is a good hotel in my eyes.",['joy'],"stayed lovely hotel-I sinks bathrooms white dressing gowns clippers, hotel provides dressing gowns good hotel eyes."
About 15 minutes later I got that feeling in my stomach.,['fear'],15 minutes later got feeling stomach.
"v-neck shirt, I moved slowly throughout the house, doing my usual morning duties ( diaper changes, breakfast, coffee ), quite lethargically, occasionally brushing a strand of ( dirty ) hair away from my eyes with my hand.",['sadness'],"v-neck shirt, moved slowly house, usual morning duties ( diaper changes, breakfast, coffee ), lethargically, occasionally brushing strand ( dirty ) hair away eyes hand."
